instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
12263,2012-05-31,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,8
12264,2012-05-31,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0.0,8
12265,2012-05-31,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,33
12266,2012-05-31,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,178
12267,2012-05-31,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,507
12268,2012-05-31,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,693
12269,2012-05-31,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,311
12270,2012-05-31,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,220
12271,2012-05-31,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,218
12272,2012-05-31,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,292
12273,2012-05-31,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,293
12274,2012-05-31,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,254
12275,2012-05-31,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,290
12276,2012-05-31,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,487
12277,2012-05-31,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,827
12278,2012-05-31,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,785
12279,2012-05-31,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,591
12280,2012-05-31,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,479
12281,2012-05-31,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,359
12282,2012-05-31,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,264
12283,2012-05-31,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,140
12284,2012-06-01,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,86
12285,2012-06-01,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,34
12286,2012-06-01,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,16
12287,2012-06-01,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,4
12288,2012-06-01,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,6
12289,2012-06-01,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,45
12290,2012-06-01,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,141
12291,2012-06-01,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,402
12292,2012-06-01,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,694
12293,2012-06-01,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,298
12294,2012-06-01,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,204
12295,2012-06-01,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836,235
12296,2012-06-01,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,310
12297,2012-06-01,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,316
12298,2012-06-01,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836,254
12299,2012-06-01,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,258
12300,2012-06-01,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,222
12301,2012-06-01,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,227
12302,2012-06-01,2,1,6,18,0,5,1,3,0.62,0.5606,0.88,0.3582,110
12303,2012-06-01,2,1,6,19,0,5,1,3,0.62,0.5606,0.88,0.3582,45
12304,2012-06-01,2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,39
12305,2012-06-01,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537,85
12306,2012-06-01,2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343,23
12307,2012-06-01,2,1,6,23,0,5,1,3,0.6,0.5455,0.88,0.1343,73
12308,2012-06-02,2,1,6,0,0,6,0,2,0.56,0.5303,0.83,0.1343,86
12309,2012-06-02,2,1,6,1,0,6,0,2,0.56,0.5303,0.83,0.1045,76
12310,2012-06-02,2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0.0,41
12311,2012-06-02,2,1,6,3,0,6,0,1,0.56,0.5303,0.73,0.2537,26
12312,2012-06-02,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836,13
12313,2012-06-02,2,1,6,5,0,6,0,1,0.5,0.4848,0.72,0.194,12
12314,2012-06-02,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194,36
12315,2012-06-02,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045,86
12316,2012-06-02,2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642,210
12317,2012-06-02,2,1,6,9,0,6,0,1,0.56,0.5303,0.6,0.2537,332
12318,2012-06-02,2,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985,493
12319,2012-06-02,2,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836,536
12320,2012-06-02,2,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582,668
12321,2012-06-02,2,1,6,13,0,6,0,1,0.62,0.6212,0.41,0.2537,679
12322,2012-06-02,2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,647
12323,2012-06-02,2,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537,702
12324,2012-06-02,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,644
12325,2012-06-02,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,586
12326,2012-06-02,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0,512
12327,2012-06-02,2,1,6,19,0,6,0,1,0.64,0.6212,0.36,0.1642,554
12328,2012-06-02,2,1,6,20,0,6,0,1,0.62,0.6212,0.35,0.2836,399
12329,2012-06-02,2,1,6,21,0,6,0,1,0.6,0.6212,0.4,0.1045,316
12330,2012-06-02,2,1,6,22,0,6,0,1,0.58,0.5455,0.46,0.1343,228
12331,2012-06-02,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045,238
12332,2012-06-03,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,169
12333,2012-06-03,2,1,6,1,0,0,0,1,0.54,0.5152,0.56,0.1343,121
12334,2012-06-03,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045,89
12335,2012-06-03,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,50
12336,2012-06-03,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896,13
12337,2012-06-03,2,1,6,5,0,0,0,1,0.5,0.4848,0.68,0.0,12
12338,2012-06-03,2,1,6,6,0,0,0,1,0.46,0.4545,0.82,0.1045,22
12339,2012-06-03,2,1,6,7,0,0,0,1,0.5,0.4848,0.68,0.1045,35
12340,2012-06-03,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896,140
12341,2012-06-03,2,1,6,9,0,0,0,1,0.6,0.6212,0.46,0.194,300
12342,2012-06-03,2,1,6,10,0,0,0,1,0.62,0.6212,0.43,0.2239,404
12343,2012-06-03,2,1,6,11,0,0,0,1,0.64,0.6212,0.41,0.2537,511
12344,2012-06-03,2,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985,684
12345,2012-06-03,2,1,6,13,0,0,0,1,0.68,0.6364,0.36,0.2836,686
12346,2012-06-03,2,1,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284,678
12347,2012-06-03,2,1,6,15,0,0,0,1,0.7,0.6364,0.34,0.0,644
12348,2012-06-03,2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985,662
12349,2012-06-03,2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,578
12350,2012-06-03,2,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537,496
12351,2012-06-03,2,1,6,19,0,0,0,1,0.68,0.6364,0.34,0.2836,453
12352,2012-06-03,2,1,6,20,0,0,0,1,0.66,0.6212,0.39,0.194,314
12353,2012-06-03,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642,246
12354,2012-06-03,2,1,6,22,0,0,0,1,0.62,0.6212,0.5,0.3881,226
12355,2012-06-03,2,1,6,23,0,0,0,1,0.58,0.5455,0.53,0.1045,108
12356,2012-06-04,2,1,6,0,0,1,1,1,0.58,0.5455,0.53,0.0,49
12357,2012-06-04,2,1,6,1,0,1,1,3,0.56,0.5303,0.6,0.1642,14
12358,2012-06-04,2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239,11
12359,2012-06-04,2,1,6,3,0,1,1,2,0.56,0.5303,0.6,0.1642,5
12360,2012-06-04,2,1,6,4,0,1,1,1,0.54,0.5152,0.64,0.0896,8
12361,2012-06-04,2,1,6,5,0,1,1,1,0.52,0.5,0.68,0.0,35
12362,2012-06-04,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0.0,139
12363,2012-06-04,2,1,6,7,0,1,1,1,0.56,0.5303,0.6,0.2239,517
12364,2012-06-04,2,1,6,8,0,1,1,1,0.6,0.6212,0.49,0.2239,665
12365,2012-06-04,2,1,6,9,0,1,1,1,0.62,0.6212,0.43,0.2836,282
12366,2012-06-04,2,1,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627,187
12367,2012-06-04,2,1,6,11,0,1,1,1,0.64,0.6212,0.38,0.4925,239
12368,2012-06-04,2,1,6,12,0,1,1,1,0.64,0.6212,0.41,0.4478,282
12369,2012-06-04,2,1,6,13,0,1,1,1,0.64,0.6212,0.41,0.3582,274
12370,2012-06-04,2,1,6,14,0,1,1,1,0.62,0.6212,0.41,0.4925,270
12371,2012-06-04,2,1,6,15,0,1,1,1,0.66,0.6212,0.39,0.2985,292
12372,2012-06-04,2,1,6,16,0,1,1,1,0.66,0.6212,0.39,0.4627,448
12373,2012-06-04,2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,834
12374,2012-06-04,2,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,822
12375,2012-06-04,2,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,645
12376,2012-06-04,2,1,6,20,0,1,1,1,0.6,0.6212,0.4,0.3582,461
12377,2012-06-04,2,1,6,21,0,1,1,1,0.58,0.5455,0.49,0.2537,265
12378,2012-06-04,2,1,6,22,0,1,1,1,0.56,0.5303,0.52,0.2836,168
12379,2012-06-04,2,1,6,23,0,1,1,1,0.58,0.5455,0.49,0.2985,86
12380,2012-06-05,2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179,34
12381,2012-06-05,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284,20
12382,2012-06-05,2,1,6,2,0,2,1,3,0.52,0.5,0.72,0.2985,8
12383,2012-06-05,2,1,6,3,0,2,1,3,0.5,0.4848,0.82,0.194,5
12384,2012-06-05,2,1,6,4,0,2,1,3,0.5,0.4848,0.82,0.194,5
12385,2012-06-05,2,1,6,5,0,2,1,3,0.48,0.4697,0.82,0.1642,36
12386,2012-06-05,2,1,6,6,0,2,1,1,0.48,0.4697,0.82,0.2537,184
12387,2012-06-05,2,1,6,7,0,2,1,1,0.48,0.4697,0.77,0.2985,569
12388,2012-06-05,2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,710
12389,2012-06-05,2,1,6,9,0,2,1,2,0.52,0.5,0.72,0.2537,335
12390,2012-06-05,2,1,6,10,0,2,1,2,0.52,0.5,0.63,0.2985,176
12391,2012-06-05,2,1,6,11,0,2,1,2,0.56,0.5303,0.56,0.194,227
12392,2012-06-05,2,1,6,12,0,2,1,2,0.54,0.5152,0.56,0.2239,247
12393,2012-06-05,2,1,6,13,0,2,1,2,0.6,0.6212,0.46,0.1642,267
12394,2012-06-05,2,1,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642,276
12395,2012-06-05,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,272
12396,2012-06-05,2,1,6,16,0,2,1,1,0.6,0.6212,0.43,0.194,473
12397,2012-06-05,2,1,6,17,0,2,1,1,0.6,0.6212,0.43,0.0,850
12398,2012-06-05,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,790
12399,2012-06-05,2,1,6,19,0,2,1,1,0.58,0.5455,0.46,0.2537,513
12400,2012-06-05,2,1,6,20,0,2,1,1,0.56,0.5303,0.49,0.2239,415
12401,2012-06-05,2,1,6,21,0,2,1,1,0.54,0.5152,0.56,0.1642,283
12402,2012-06-05,2,1,6,22,0,2,1,1,0.56,0.5303,0.52,0.1045,193
12403,2012-06-05,2,1,6,23,0,2,1,1,0.54,0.5152,0.56,0.0896,113
12404,2012-06-06,2,1,6,0,0,3,1,1,0.52,0.5,0.59,0.0896,49
12405,2012-06-06,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0.0,27
12406,2012-06-06,2,1,6,2,0,3,1,1,0.5,0.4848,0.68,0.0,11
12407,2012-06-06,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,8
12408,2012-06-06,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045,10
12409,2012-06-06,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0.0,38
12410,2012-06-06,2,1,6,6,0,3,1,1,0.48,0.4697,0.77,0.0,172
12411,2012-06-06,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0,547
12412,2012-06-06,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0,668
12413,2012-06-06,2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896,303
12414,2012-06-06,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896,203
12415,2012-06-06,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896,226
12416,2012-06-06,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0.0,315
12417,2012-06-06,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896,303
12418,2012-06-06,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0.0,302
12419,2012-06-06,2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0.0,300
12420,2012-06-06,2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343,452
12421,2012-06-06,2,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343,724
12422,2012-06-06,2,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.194,782
12423,2012-06-06,2,1,6,19,0,3,1,1,0.56,0.5303,0.73,0.2985,538
12424,2012-06-06,2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836,408
12425,2012-06-06,2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642,298
12426,2012-06-06,2,1,6,22,0,3,1,1,0.52,0.5,0.77,0.0896,248
12427,2012-06-06,2,1,6,23,0,3,1,1,0.52,0.5,0.77,0.0,123
12428,2012-06-07,2,1,6,0,0,4,1,1,0.52,0.5,0.77,0.1343,59
12429,2012-06-07,2,1,6,1,0,4,1,1,0.52,0.5,0.77,0.1642,22
12430,2012-06-07,2,1,6,2,0,4,1,1,0.52,0.5,0.77,0.0896,12
12431,2012-06-07,2,1,6,3,0,4,1,1,0.5,0.4848,0.77,0.1045,5
12432,2012-06-07,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,6
12433,2012-06-07,2,1,6,5,0,4,1,1,0.48,0.4697,0.82,0.0896,34
12434,2012-06-07,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,170
12435,2012-06-07,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,526
12436,2012-06-07,2,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0,681
12437,2012-06-07,2,1,6,9,0,4,1,1,0.58,0.5455,0.68,0.0,337
12438,2012-06-07,2,1,6,10,0,4,1,1,0.6,0.6061,0.64,0.0896,210
12439,2012-06-07,2,1,6,11,0,4,1,1,0.66,0.6212,0.47,0.2239,237
12440,2012-06-07,2,1,6,12,0,4,1,1,0.7,0.6364,0.42,0.0,336
12441,2012-06-07,2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836,315
12442,2012-06-07,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537,265
12443,2012-06-07,2,1,6,15,0,4,1,1,0.74,0.6515,0.3,0.0,333
12444,2012-06-07,2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239,466
12445,2012-06-07,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,869
12446,2012-06-07,2,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,813
12447,2012-06-07,2,1,6,19,0,4,1,1,0.7,0.6364,0.34,0.2836,602
12448,2012-06-07,2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985,478
12449,2012-06-07,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,313
12450,2012-06-07,2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,228
12451,2012-06-07,2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,177
12452,2012-06-08,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,77
12453,2012-06-08,2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,29
12454,2012-06-08,2,1,6,2,0,5,1,1,0.56,0.5303,0.56,0.0,19
12455,2012-06-08,2,1,6,3,0,5,1,1,0.54,0.5152,0.6,0.0896,8
12456,2012-06-08,2,1,6,4,0,5,1,1,0.52,0.5,0.63,0.0,10
12457,2012-06-08,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,29
12458,2012-06-08,2,1,6,6,0,5,1,1,0.52,0.5,0.68,0.0896,139
12459,2012-06-08,2,1,6,7,0,5,1,1,0.52,0.5,0.72,0.1045,428
12460,2012-06-08,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,700
12461,2012-06-08,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,382
12462,2012-06-08,2,1,6,10,0,5,1,1,0.66,0.6212,0.47,0.2537,249
12463,2012-06-08,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,264
12464,2012-06-08,2,1,6,12,0,5,1,1,0.72,0.6515,0.39,0.3284,369
12465,2012-06-08,2,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537,416
12466,2012-06-08,2,1,6,14,0,5,1,1,0.76,0.6667,0.31,0.3881,373
12467,2012-06-08,2,1,6,15,0,5,1,1,0.76,0.6667,0.29,0.2836,397
12468,2012-06-08,2,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985,523
